FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepDelay,DepDel15,ArrDelay,ArrDel15,Cancelled,CancellationCode,AirTime,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2022-02-04,American,N534XX,566,DFW,CityName,State,MIA,CityName,State,60,1,50,1,0,,188,2978,50,0,0,0,0
2022-02-04,American,N651XX,5553,BOS,CityName,State,BOS,CityName,State,0,0,6,0,0,,259,2628,0,0,0,0,0
2022-02-04,Southwest,N838XX,8145,DFW,CityName,State,SEA,CityName,State,0,0,9,0,0,,306,290,0,0,0,0,0
2022-02-04,Southwest,N758XX,4859,SEA,CityName,State,SEA,CityName,State,0,0,-10,0,0,,118,2706,0,0,0,0,0
2022-02-04,Southwest,N752XX,6846,BOS,CityName,State,SFO,CityName,State,0,0,-4,0,0,,349,1961,0,0,0,0,0
2022-02-04,Southwest,N512XX,3083,ORD,CityName,State,ORD,CityName,State,0,0,1,0,0,,350,1155,0,0,0,0,0
2022-02-04,United,N925XX,1892,ATL,CityName,State,JFK,CityName,State,15,1,1,0,0,,186,2258,0,0,0,0,0
2022-02-05,Southwest,N659XX,9228,ORD,CityName,State,SFO,CityName,State,0,0,-4,0,0,,63,1845,0,0,0,0,0
2022-02-05,American,N404XX,9441,MIA,CityName,State,ATL,CityName,State,0,0,-5,0,0,,244,996,0,0,0,0,0
2022-02-05,American,N121XX,6259,JFK,CityName,State,ORD,CityName,State,0,0,-6,0,0,,328,939,0,0,0,0,0
2022-02-05,Delta,N178XX,9451,JFK,CityName,State,SFO,CityName,State,0,0,-10,0,0,,201,2353,0,0,0,0,0
2022-02-05,Southwest,N329XX,347,ATL,CityName,State,DFW,CityName,State,0,0,-13,0,0,,218,345,0,0,0,0,0
2022-02-05,JetBlue,N738XX,1780,JFK,CityName,State,DFW,CityName,State,30,1,38,1,0,,130,1520,0,0,38,0,0
2022-02-05,JetBlue,N601XX,477,SFO,CityName,State,LAX,CityName,State,0,0,-5,0,0,,134,1920,0,0,0,0,0
2022-02-05,United,N300XX,4521,SEA,CityName,State,ATL,CityName,State,0,0,1,0,0,,121,975,0,0,0,0,0
2022-02-05,American,N502XX,9874,ORD,CityName,State,SEA,CityName,State,0,0,9,0,0,,214,510,0,0,0,0,0
2022-02-05,United,N178XX,8086,ORD,CityName,State,BOS,CityName,State,0,0,-8,0,0,,342,2469,0,0,0,0,0
2022-02-05,Southwest,N692XX,412,ORD,CityName,State,MIA,CityName,State,120,1,113,1,0,,237,534,0,113,0,0,0
2022-02-05,American,N177XX,6995,DEN,CityName,State,MIA,CityName,State,0,0,8,0,0,,214,1068,0,0,0,0,0
2022-02-05,Southwest,N678XX,3130,JFK,CityName,State,SFO,CityName,State,0,0,-6,0,0,,240,2472,0,0,0,0,0
2022-02-05,United,N153XX,5372,DEN,CityName,State,DEN,CityName,State,0,0,-10,0,0,,132,168,0,0,0,0,0
2022-02-05,Delta,N309XX,1988,DEN,CityName,State,JFK,CityName,State,0,0,-11,0,0,,334,2735,0,0,0,0,0
2022-02-05,Delta,N452XX,4749,BOS,CityName,State,DEN,CityName,State,0,0,3,0,0,,276,2156,0,0,0,0,0
2022-02-05,United,N926XX,9966,DEN,CityName,State,BOS,CityName,State,0,0,0,0,0,,291,2321,0,0,0,0,0
2022-02-05,Delta,N801XX,3650,ATL,CityName,State,ORD,CityName,State,0,0,-14,0,0,,269,293,0,0,0,0,0
2022-02-06,United,N323XX,2536,ORD,CityName,State,LAX,CityName,State,0,0,3,0,0,,189,2116,0,0,0,0,0
2022-02-06,Southwest,N321XX,5166,ORD,CityName,State,MIA,CityName,State,15,1,4,0,0,,71,164,0,0,0,0,0
2022-02-06,Southwest,N804XX,2380,DFW,CityName,State,MIA,CityName,State,0,0,-8,0,0,,298,2822,0,0,0,0,0
2022-02-06,United,N514XX,7985,LAX,CityName,State,DFW,CityName,State,0,0,-2,0,0,,154,1712,0,0,0,0,0
2022-02-06,American,N465XX,6778,LAX,CityName,State,ATL,CityName,State,0,0,-8,0,0,,344,747,0,0,0,0,0
2022-02-06,Delta,N421XX,6853,SFO,CityName,State,SEA,CityName,State,0,0,-13,0,0,,138,2737,0,0,0,0,0
2022-02-06,Delta,N484XX,8573,ORD,CityName,State,JFK,CityName,State,0,0,1,0,0,,51,1173,0,0,0,0,0
2022-02-06,United,N398XX,5999,ATL,CityName,State,LAX,CityName,State,0,0,9,0,0,,355,2117,0,0,0,0,0
2022-02-06,United,N985XX,495,JFK,CityName,State,BOS,CityName,State,15,1,17,1,0,,314,2929,0,17,0,0,0
2022-02-06,JetBlue,N814XX,5318,ORD,CityName,State,DFW,CityName,State,15,1,17,1,0,,340,424,17,0,0,0,0
2022-02-06,JetBlue,N459XX,7696,MIA,CityName,State,DEN,CityName,State,0,0,-13,0,0,,232,2014,0,0,0,0,0
2022-02-06,Delta,N853XX,460,SEA,CityName,State,BOS,CityName,State,0,0,4,0,0,,186,487,0,0,0,0,0
2022-02-06,Delta,N921XX,3033,MIA,CityName,State,MIA,CityName,State,0,0,0,0,0,,205,2834,0,0,0,0,0
2022-02-06,Delta,N216XX,5811,LAX,CityName,State,ORD,CityName,State,15,1,23,1,0,,156,1053,0,23,0,0,0
2022-02-06,Delta,N688XX,1187,SEA,CityName,State,BOS,CityName,State,0,0,-8,0,0,,152,2886,0,0,0,0,0
2022-02-07,American,N432XX,5610,ORD,CityName,State,ORD,CityName,State,0,0,-12,0,0,,193,1992,0,0,0,0,0
2022-02-07,Delta,N363XX,8814,SFO,CityName,State,SFO,CityName,State,0,0,-12,0,0,,310,2538,0,0,0,0,0
2022-02-07,United,N719XX,2514,BOS,CityName,State,SFO,CityName,State,0,0,-6,0,0,,336,809,0,0,0,0,0
2022-02-07,JetBlue,N610XX,6021,SEA,CityName,State,MIA,CityName,State,15,1,14,0,0,,56,2720,0,0,0,0,0
2022-02-07,JetBlue,N690XX,4171,SFO,CityName,State,ATL,CityName,State,0,0,5,0,0,,359,2675,0,0,0,0,0
2022-02-07,United,N413XX,5918,MIA,CityName,State,DFW,CityName,State,0,0,-11,0,0,,355,2718,0,0,0,0,0
2022-02-07,JetBlue,N760XX,9671,LAX,CityName,State,JFK,CityName,State,30,1,29,1,0,,310,1108,0,0,29,0,0
2022-02-07,Delta,N630XX,4097,ORD,CityName,State,DFW,CityName,State,0,0,8,0,0,,201,2825,0,0,0,0,0
2022-02-07,Delta,N935XX,6378,JFK,CityName,State,ORD,CityName,State,0,0,-14,0,0,,314,2697,0,0,0,0,0
2022-02-07,JetBlue,N307XX,4167,MIA,CityName,State,ORD,CityName,State,0,0,-9,0,0,,171,2230,0,0,0,0,0
2022-02-07,Delta,N256XX,468,ORD,CityName,State,MIA,CityName,State,0,0,7,0,0,,256,392,0,0,0,0,0
2022-02-07,United,N338XX,2850,LAX,CityName,State,SEA,CityName,State,0,0,0,0,0,,293,1408,0,0,0,0,0
2022-02-07,Southwest,N824XX,2905,DFW,CityName,State,MIA,CityName,State,0,0,9,0,0,,282,1483,0,0,0,0,0
2022-02-07,Southwest,N161XX,5747,LAX,CityName,State,ATL,CityName,State,0,0,4,0,0,,132,614,0,0,0,0,0
2022-02-07,American,N379XX,6194,SEA,CityName,State,SEA,CityName,State,0,0,8,0,0,,262,1816,0,0,0,0,0
2022-02-07,JetBlue,N868XX,6877,ORD,CityName,State,ORD,CityName,State,0,0,-13,0,0,,301,2308,0,0,0,0,0
2022-02-07,Delta,N214XX,1262,DFW,CityName,State,JFK,CityName,State,0,0,-13,0,0,,235,2052,0,0,0,0,0
2022-02-08,JetBlue,N278XX,1539,SEA,CityName,State,ATL,CityName,State,0,0,3,0,0,,271,2236,0,0,0,0,0
2022-02-08,JetBlue,N665XX,7142,ATL,CityName,State,ORD,CityName,State,0,0,4,0,0,,287,750,0,0,0,0,0
2022-02-08,United,N806XX,4458,MIA,CityName,State,SFO,CityName,State,0,0,-9,0,0,,326,2730,0,0,0,0,0
2022-02-08,Delta,N293XX,9834,DEN,CityName,State,ORD,CityName,State,0,0,-9,0,0,,217,2328,0,0,0,0,0
2022-02-08,JetBlue,N154XX,7033,LAX,CityName,State,JFK,CityName,State,0,0,5,0,0,,69,1294,0,0,0,0,0
2022-02-08,Delta,N208XX,5409,DEN,CityName,State,MIA,CityName,State,0,0,-6,0,0,,48,2389,0,0,0,0,0
2022-02-08,JetBlue,N664XX,2668,BOS,CityName,State,JFK,CityName,State,30,1,20,1,0,,352,2442,0,0,20,0,0
2022-02-09,JetBlue,N795XX,9378,DFW,CityName,State,BOS,CityName,State,0,0,-4,0,0,,256,1567,0,0,0,0,0
2022-02-09,United,N490XX,4235,MIA,CityName,State,DFW,CityName,State,0,0,-12,0,0,,209,1342,0,0,0,0,0
2022-02-09,JetBlue,N429XX,7059,SEA,CityName,State,JFK,CityName,State,0,0,4,0,0,,162,499,0,0,0,0,0
2022-02-09,Delta,N217XX,7856,JFK,CityName,State,ATL,CityName,State,45,1,40,1,0,,267,2467,40,0,0,0,0
2022-02-09,Southwest,N914XX,120,DEN,CityName,State,JFK,CityName,State,0,0,3,0,0,,339,2167,0,0,0,0,0
2022-02-09,United,N121XX,6215,LAX,CityName,State,ORD,CityName,State,0,0,7,0,0,,128,2630,0,0,0,0,0
2022-02-09,Delta,N350XX,1245,SEA,CityName,State,ORD,CityName,State,0,0,-14,0,0,,237,1301,0,0,0,0,0
2022-02-09,Delta,N682XX,5158,SEA,CityName,State,BOS,CityName,State,30,1,28,1,0,,215,163,28,0,0,0,0
2022-02-09,Southwest,N584XX,2291,ATL,CityName,State,JFK,CityName,State,15,1,12,0,0,,316,2334,0,0,0,0,0
2022-02-09,Southwest,N117XX,1192,LAX,CityName,State,LAX,CityName,State,0,0,-4,0,0,,182,1594,0,0,0,0,0
2022-02-09,Delta,N205XX,6432,SFO,CityName,State,ORD,CityName,State,0,0,10,0,0,,289,1268,0,0,0,0,0
2022-02-09,American,N278XX,9228,ATL,CityName,State,BOS,CityName,State,0,0,-3,0,0,,159,815,0,0,0,0,0
2022-02-09,United,N802XX,3737,BOS,CityName,State,MIA,CityName,State,0,0,-3,0,0,,127,1994,0,0,0,0,0
2022-02-09,Delta,N466XX,8967,LAX,CityName,State,DEN,CityName,State,15,1,19,1,0,,270,1025,0,0,0,0,19
2022-02-10,Delta,N395XX,7118,DFW,CityName,State,DFW,CityName,State,0,0,-13,0,0,,48,2195,0,0,0,0,0
2022-02-10,United,N958XX,6634,SFO,CityName,State,ATL,CityName,State,45,1,42,1,0,,170,1833,42,0,0,0,0
2022-02-10,Delta,N459XX,9392,DFW,CityName,State,SFO,CityName,State,0,0,-2,0,0,,148,1933,0,0,0,0,0
2022-02-10,Southwest,N830XX,4515,SEA,CityName,State,ATL,CityName,State,0,0,-12,0,0,,289,1207,0,0,0,0,0
2022-02-10,JetBlue,N329XX,6347,DFW,CityName,State,MIA,CityName,State,0,0,6,0,0,,356,1169,0,0,0,0,0
2022-02-10,American,N636XX,4712,BOS,CityName,State,MIA,CityName,State,30,1,39,1,0,,169,1344,39,0,0,0,0
2022-02-10,JetBlue,N800XX,767,MIA,CityName,State,SEA,CityName,State,0,0,-3,0,0,,204,1551,0,0,0,0,0
2022-02-10,United,N990XX,5476,JFK,CityName,State,JFK,CityName,State,240,1,235,1,0,,337,1230,0,0,235,0,0
2022-02-10,Delta,N422XX,1857,SFO,CityName,State,MIA,CityName,State,0,0,-11,0,0,,339,830,0,0,0,0,0
2022-02-11,United,N834XX,6598,DFW,CityName,State,LAX,CityName,State,0,0,-10,0,0,,343,984,0,0,0,0,0
2022-02-11,Delta,N620XX,7811,DEN,CityName,State,DEN,CityName,State,0,0,-6,0,0,,215,1002,0,0,0,0,0
2022-02-11,Southwest,N495XX,7359,DEN,CityName,State,MIA,CityName,State,0,0,7,0,0,,109,1209,0,0,0,0,0
2022-02-11,JetBlue,N524XX,5607,SFO,CityName,State,SEA,CityName,State,60,1,50,1,0,,244,1986,50,0,0,0,0
2022-02-11,Delta,N200XX,5043,DFW,CityName,State,LAX,CityName,State,0,0,-13,0,0,,84,2272,0,0,0,0,0
2022-02-11,Delta,N567XX,7180,DFW,CityName,State,DEN,CityName,State,0,0,-11,0,0,,95,199,0,0,0,0,0
2022-02-11,Southwest,N826XX,3095,SFO,CityName,State,ATL,CityName,State,0,0,-10,0,0,,103,369,0,0,0,0,0
2022-02-11,American,N967XX,2243,JFK,CityName,State,ORD,CityName,State,120,1,123,1,0,,336,1247,123,0,0,0,0
2022-02-11,Southwest,N375XX,661,SFO,CityName,State,ORD,CityName,State,0,0,0,0,0,,329,1181,0,0,0,0,0
2022-02-11,JetBlue,N710XX,5192,BOS,CityName,State,SEA,CityName,State,0,0,0,0,0,,277,489,0,0,0,0,0
2022-02-11,JetBlue,N255XX,5972,SEA,CityName,State,ATL,CityName,State,0,0,-3,0,0,,355,1967,0,0,0,0,0
2022-02-11,American,N412XX,6979,MIA,CityName,State,LAX,CityName,State,0,0,4,0,0,,143,852,0,0,0,0,0
2022-02-11,Southwest,N978XX,9391,SEA,CityName,State,MIA,CityName,State,0,0,10,0,0,,145,2407,0,0,0,0,0
2022-02-11,American,N872XX,2382,LAX,CityName,State,MIA,CityName,State,45,1,33,1,0,,116,2047,0,0,0,0,33
2022-02-11,American,N481XX,2383,LAX,CityName,State,DFW,CityName,State,30,1,38,1,0,,182,2831,0,0,0,0,38
2022-02-11,Southwest,N670XX,5108,SEA,CityName,State,ORD,CityName,State,0,0,-10,0,0,,61,1972,0,0,0,0,0
2022-02-11,American,N386XX,5707,SFO,CityName,State,BOS,CityName,State,0,0,-13,0,0,,304,1218,0,0,0,0,0
2022-02-12,JetBlue,N185XX,1250,DEN,CityName,State,LAX,CityName,State,0,0,-2,0,0,,303,2659,0,0,0,0,0
2022-02-12,United,N678XX,3383,SFO,CityName,State,JFK,CityName,State,0,0,-5,0,0,,175,2890,0,0,0,0,0
2022-02-12,Delta,N326XX,888,ORD,CityName,State,ORD,CityName,State,0,0,6,0,0,,275,559,0,0,0,0,0
2022-02-12,Southwest,N601XX,5069,ORD,CityName,State,MIA,CityName,State,0,0,-1,0,0,,136,1395,0,0,0,0,0
2022-02-12,American,N214XX,7586,ATL,CityName,State,SFO,CityName,State,0,0,-4,0,0,,107,849,0,0,0,0,0
2022-02-12,Southwest,N132XX,9406,DEN,CityName,State,ORD,CityName,State,0,0,8,0,0,,284,691,0,0,0,0,0
2022-02-12,United,N636XX,3579,DFW,CityName,State,DFW,CityName,State,0,0,-8,0,0,,243,225,0,0,0,0,0
2022-02-12,JetBlue,N950XX,1598,JFK,CityName,State,SFO,CityName,State,0,0,-3,0,0,,222,1694,0,0,0,0,0
2022-02-12,United,N822XX,8075,LAX,CityName,State,ATL,CityName,State,0,0,6,0,0,,247,733,0,0,0,0,0
2022-02-12,Delta,N728XX,3412,JFK,CityName,State,ORD,CityName,State,0,0,5,0,0,,178,2472,0,0,0,0,0
2022-02-12,JetBlue,N157XX,3672,JFK,CityName,State,BOS,CityName,State,0,0,5,0,0,,87,243,0,0,0,0,0
2022-02-12,Delta,N725XX,9962,LAX,CityName,State,JFK,CityName,State,0,0,-6,0,0,,333,2993,0,0,0,0,0
2022-02-12,Southwest,N644XX,6584,DFW,CityName,State,LAX,CityName,State,0,0,-10,0,0,,105,1411,0,0,0,0,0
2022-02-12,United,N613XX,5487,JFK,CityName,State,LAX,CityName,State,0,0,3,0,0,,236,2696,0,0,0,0,0
2022-02-12,Delta,N205XX,4103,SEA,CityName,State,BOS,CityName,State,0,0,-14,0,0,,296,2515,0,0,0,0,0
2022-02-12,Southwest,N934XX,8050,DFW,CityName,State,LAX,CityName,State,45,1,38,1,0,,330,666,0,0,38,0,0
2022-02-12,Southwest,N541XX,3978,SFO,CityName,State,DFW,CityName,State,0,0,10,0,0,,317,421,0,0,0,0,0
2022-02-13,Delta,N101XX,3183,SEA,CityName,State,DFW,CityName,State,45,1,33,1,0,,45,2623,0,0,33,0,0
2022-02-13,American,N895XX,1923,BOS,CityName,State,DEN,CityName,State,0,0,-13,0,0,,321,245,0,0,0,0,0
2022-02-13,American,N755XX,1121,BOS,CityName,State,DEN,CityName,State,0,0,5,0,0,,343,1406,0,0,0,0,0
2022-02-13,American,N516XX,5744,SEA,CityName,State,SFO,CityName,State,15,1,14,0,0,,116,2046,0,0,0,0,0
2022-02-13,JetBlue,N171XX,7420,LAX,CityName,State,JFK,CityName,State,0,0,-12,0,0,,110,1904,0,0,0,0,0
2022-02-13,United,N736XX,6069,BOS,CityName,State,MIA,CityName,State,15,1,12,0,0,,311,2276,0,0,0,0,0
2022-02-13,United,N953XX,3829,MIA,CityName,State,ORD,CityName,State,0,0,-13,0,0,,288,2275,0,0,0,0,0
2022-02-13,JetBlue,N355XX,3632,DEN,CityName,State,DFW,CityName,State,15,1,25,1,0,,261,2375,0,0,25,0,0
2022-02-13,American,N792XX,4146,SFO,CityName,State,DFW,CityName,State,120,1,120,1,0,,195,1365,0,0,120,0,0
2022-02-13,JetBlue,N325XX,6842,DEN,CityName,State,SEA,CityName,State,0,0,7,0,0,,135,1126,0,0,0,0,0
2022-02-14,United,N689XX,1862,ORD,CityName,State,MIA,CityName,State,0,0,7,0,0,,172,296,0,0,0,0,0
2022-02-14,American,N101XX,5242,BOS,CityName,State,ORD,CityName,State,0,0,0,0,1,A,231,1624,0,0,0,0,0
2022-02-14,JetBlue,N458XX,668,ATL,CityName,State,ORD,CityName,State,0,0,6,0,0,,158,2780,0,0,0,0,0
2022-02-14,Southwest,N185XX,2689,SEA,CityName,State,ORD,CityName,State,0,0,0,0,0,,190,2119,0,0,0,0,0
2022-02-14,JetBlue,N923XX,2875,SEA,CityName,State,MIA,CityName,State,60,1,65,1,0,,124,958,65,0,0,0,0
2022-02-14,United,N986XX,6131,SEA,CityName,State,ATL,CityName,State,0,0,3,0,0,,116,1786,0,0,0,0,0
2022-02-14,United,N155XX,962,SFO,CityName,State,DFW,CityName,State,0,0,7,0,0,,309,544,0,0,0,0,0
2022-02-14,JetBlue,N820XX,7476,DFW,CityName,State,SFO,CityName,State,0,0,9,0,0,,159,2829,0,0,0,0,0
2022-02-14,Southwest,N544XX,5240,ORD,CityName,State,MIA,CityName,State,30,1,26,1,0,,175,2342,0,0,26,0,0
2022-02-14,American,N898XX,6331,JFK,CityName,State,MIA,CityName,State,0,0,-14,0,0,,123,2279,0,0,0,0,0
2022-02-14,Southwest,N864XX,3625,DEN,CityName,State,ATL,CityName,State,0,0,-11,0,0,,151,1594,0,0,0,0,0
2022-02-14,JetBlue,N274XX,3332,DEN,CityName,State,SEA,CityName,State,0,0,-5,0,0,,86,2748,0,0,0,0,0
2022-02-15,American,N905XX,3097,DEN,CityName,State,DFW,CityName,State,0,0,4,0,0,,326,2729,0,0,0,0,0
2022-02-15,American,N664XX,9052,DEN,CityName,State,SFO,CityName,State,0,0,10,0,0,,184,1558,0,0,0,0,0
2022-02-15,Southwest,N802XX,5782,LAX,CityName,State,LAX,CityName,State,15,1,13,0,0,,154,2965,0,0,0,0,0
2022-02-15,Delta,N894XX,9512,DFW,CityName,State,ATL,CityName,State,0,0,7,0,0,,292,2906,0,0,0,0,0
2022-02-15,American,N280XX,6299,SEA,CityName,State,ATL,CityName,State,0,0,2,0,0,,260,2684,0,0,0,0,0
2022-02-15,Southwest,N132XX,1957,LAX,CityName,State,DEN,CityName,State,0,0,0,0,1,A,58,2937,0,0,0,0,0
2022-02-15,JetBlue,N284XX,3368,ATL,CityName,State,SEA,CityName,State,15,1,1,0,0,,283,482,0,0,0,0,0
2022-02-15,American,N277XX,9738,DFW,CityName,State,DEN,CityName,State,0,0,8,0,0,,279,1932,0,0,0,0,0
2022-02-15,Delta,N797XX,1941,SFO,CityName,State,MIA,CityName,State,0,0,-6,0,0,,346,1368,0,0,0,0,0
2022-02-15,Delta,N761XX,7437,ATL,CityName,State,DFW,CityName,State,0,0,-14,0,0,,204,1983,0,0,0,0,0
2022-02-15,American,N973XX,5681,MIA,CityName,State,ORD,CityName,State,0,0,5,0,0,,183,1811,0,0,0,0,0
2022-02-15,Delta,N294XX,6715,LAX,CityName,State,JFK,CityName,State,240,1,238,1,0,,192,553,238,0,0,0,0
2022-02-15,JetBlue,N888XX,9148,ATL,CityName,State,DFW,CityName,State,0,0,-11,0,0,,170,714,0,0,0,0,0
2022-02-15,United,N214XX,8280,ORD,CityName,State,ATL,CityName,State,0,0,-5,0,0,,135,2358,0,0,0,0,0
2022-02-16,Delta,N129XX,2197,ATL,CityName,State,DEN,CityName,State,0,0,6,0,0,,109,2303,0,0,0,0,0
2022-02-16,JetBlue,N665XX,8684,BOS,CityName,State,DFW,CityName,State,120,1,109,1,0,,325,2505,0,109,0,0,0
2022-02-16,Southwest,N498XX,3207,MIA,CityName,State,MIA,CityName,State,0,0,5,0,0,,115,973,0,0,0,0,0
2022-02-16,JetBlue,N407XX,7810,SEA,CityName,State,ORD,CityName,State,0,0,0,0,0,,335,522,0,0,0,0,0
2022-02-16,United,N990XX,4897,ORD,CityName,State,LAX,CityName,State,0,0,6,0,0,,227,548,0,0,0,0,0
2022-02-16,United,N558XX,3097,MIA,CityName,State,JFK,CityName,State,0,0,-12,0,0,,70,518,0,0,0,0,0
2022-02-16,United,N796XX,5115,MIA,CityName,State,SFO,CityName,State,0,0,-2,0,0,,356,1214,0,0,0,0,0
2022-02-16,Southwest,N422XX,8829,BOS,CityName,State,MIA,CityName,State,0,0,9,0,0,,249,2422,0,0,0,0,0
2022-02-16,Delta,N252XX,6375,ORD,CityName,State,DEN,CityName,State,0,0,-8,0,0,,154,627,0,0,0,0,0
2022-02-17,Delta,N233XX,2411,SFO,CityName,State,SFO,CityName,State,0,0,-14,0,0,,220,2337,0,0,0,0,0
2022-02-17,American,N713XX,321,BOS,CityName,State,MIA,CityName,State,0,0,4,0,0,,87,221,0,0,0,0,0
2022-02-17,American,N193XX,3593,LAX,CityName,State,SFO,CityName,State,0,0,-9,0,0,,102,1548,0,0,0,0,0
2022-02-17,United,N796XX,1439,SEA,CityName,State,SFO,CityName,State,0,0,1,0,0,,302,416,0,0,0,0,0
2022-02-17,JetBlue,N171XX,7852,DEN,CityName,State,DEN,CityName,State,0,0,-8,0,0,,45,965,0,0,0,0,0
2022-02-17,JetBlue,N501XX,9801,SEA,CityName,State,ORD,CityName,State,0,0,8,0,0,,212,2896,0,0,0,0,0
2022-02-17,Delta,N645XX,8420,ATL,CityName,State,SFO,CityName,State,0,0,3,0,0,,137,2608,0,0,0,0,0
2022-02-17,Southwest,N169XX,4817,SFO,CityName,State,MIA,CityName,State,0,0,-7,0,0,,280,631,0,0,0,0,0
2022-02-17,Delta,N916XX,3107,SEA,CityName,State,SFO,CityName,State,15,1,16,1,0,,172,2985,0,0,16,0,0
2022-02-17,United,N159XX,5763,SFO,CityName,State,DEN,CityName,State,0,0,-14,0,0,,319,768,0,0,0,0,0
2022-02-17,JetBlue,N870XX,4682,LAX,CityName,State,DEN,CityName,State,0,0,1,0,0,,110,1875,0,0,0,0,0
2022-02-17,JetBlue,N924XX,2350,BOS,CityName,State,ATL,CityName,State,0,0,-6,0,0,,172,347,0,0,0,0,0
2022-02-17,American,N148XX,5668,SFO,CityName,State,ORD,CityName,State,0,0,5,0,0,,86,2027,0,0,0,0,0
2022-02-17,American,N216XX,5304,JFK,CityName,State,DFW,CityName,State,0,0,8,0,0,,93,2469,0,0,0,0,0
2022-02-17,United,N790XX,4726,BOS,CityName,State,SEA,CityName,State,0,0,5,0,0,,183,1115,0,0,0,0,0
2022-02-17,JetBlue,N675XX,4678,MIA,CityName,State,BOS,CityName,State,30,1,20,1,0,,236,1844,0,0,0,0,20
2022-02-17,United,N138XX,6697,DEN,CityName,State,JFK,CityName,State,0,0,-9,0,0,,302,1982,0,0,0,0,0
2022-02-17,Delta,N959XX,2353,JFK,CityName,State,ATL,CityName,State,0,0,8,0,0,,251,1231,0,0,0,0,0
2022-02-17,Southwest,N348XX,9083,MIA,CityName,State,ATL,CityName,State,0,0,6,0,0,,73,2121,0,0,0,0,0
2022-02-18,Southwest,N459XX,6974,ATL,CityName,State,SEA,CityName,State,0,0,-14,0,0,,68,948,0,0,0,0,0
2022-02-18,Delta,N384XX,9785,ATL,CityName,State,DFW,CityName,State,0,0,-7,0,0,,294,1948,0,0,0,0,0
2022-02-18,United,N652XX,9213,MIA,CityName,State,SEA,CityName,State,0,0,0,0,1,A,206,867,0,0,0,0,0
2022-02-18,American,N900XX,3176,LAX,CityName,State,JFK,CityName,State,0,0,5,0,0,,90,2714,0,0,0,0,0
2022-02-18,Southwest,N646XX,1694,ATL,CityName,State,MIA,CityName,State,120,1,109,1,0,,226,2350,0,109,0,0,0
2022-02-18,United,N961XX,5179,ATL,CityName,State,DFW,CityName,State,0,0,-11,0,0,,226,2427,0,0,0,0,0
2022-02-18,American,N979XX,8531,DFW,CityName,State,DEN,CityName,State,0,0,3,0,0,,82,2549,0,0,0,0,0
2022-02-18,American,N233XX,7776,JFK,CityName,State,ATL,CityName,State,15,1,3,0,0,,249,2285,0,0,0,0,0
2022-02-18,American,N665XX,9727,SFO,CityName,State,MIA,CityName,State,0,0,-4,0,0,,54,777,0,0,0,0,0
2022-02-18,United,N787XX,5412,JFK,CityName,State,JFK,CityName,State,0,0,-9,0,0,,292,1387,0,0,0,0,0
2022-02-18,JetBlue,N392XX,8405,SEA,CityName,State,ATL,CityName,State,0,0,-3,0,0,,63,229,0,0,0,0,0
2022-02-18,Delta,N105XX,6106,ATL,CityName,State,SFO,CityName,State,0,0,-9,0,0,,211,1064,0,0,0,0,0
2022-02-18,United,N820XX,1531,DFW,CityName,State,ORD,CityName,State,0,0,0,0,0,,235,671,0,0,0,0,0
2022-02-18,United,N990XX,4732,DEN,CityName,State,JFK,CityName,State,0,0,-8,0,0,,298,2884,0,0,0,0,0
2022-02-19,JetBlue,N547XX,1296,SEA,CityName,State,SFO,CityName,State,0,0,-8,0,0,,78,2826,0,0,0,0,0
2022-02-19,Southwest,N760XX,4127,ATL,CityName,State,SFO,CityName,State,0,0,1,0,0,,144,2974,0,0,0,0,0
2022-02-19,American,N772XX,6204,DFW,CityName,State,SEA,CityName,State,0,0,6,0,0,,208,2721,0,0,0,0,0
2022-02-19,JetBlue,N510XX,5575,LAX,CityName,State,MIA,CityName,State,0,0,-11,0,0,,133,728,0,0,0,0,0
2022-02-19,JetBlue,N123XX,6369,SFO,CityName,State,ATL,CityName,State,0,0,-8,0,0,,173,2957,0,0,0,0,0
2022-02-19,Delta,N901XX,2373,SFO,CityName,State,JFK,CityName,State,15,1,14,0,0,,110,198,0,0,0,0,0
2022-02-20,United,N612XX,8976,DEN,CityName,State,ATL,CityName,State,15,1,7,0,0,,330,2716,0,0,0,0,0
2022-02-20,United,N967XX,870,ATL,CityName,State,ATL,CityName,State,0,0,5,0,0,,201,2977,0,0,0,0,0
2022-02-20,American,N829XX,3290,LAX,CityName,State,DEN,CityName,State,0,0,-3,0,0,,328,522,0,0,0,0,0
2022-02-20,American,N513XX,116,DEN,CityName,State,DFW,CityName,State,0,0,-4,0,0,,100,1129,0,0,0,0,0
2022-02-20,Delta,N152XX,2797,MIA,CityName,State,MIA,CityName,State,0,0,7,0,0,,157,802,0,0,0,0,0
2022-02-20,Delta,N481XX,1439,BOS,CityName,State,ATL,CityName,State,0,0,-14,0,0,,224,1622,0,0,0,0,0
2022-02-20,United,N478XX,6960,DEN,CityName,State,ORD,CityName,State,0,0,5,0,0,,304,850,0,0,0,0,0
2022-02-20,Delta,N921XX,1610,SFO,CityName,State,SEA,CityName,State,0,0,4,0,0,,307,1026,0,0,0,0,0
